4000
The Alarm,1/7/1995,5.432,3,1393 119 679
Muted Police,22/9/2007,8.190,4,1077 289 1909 644
Middle And The Scratch,13/5/1995,5.401,7,920 1607 1333 1802 1880 1353 634
Inefficient Funny,13/9/1998,3.473,12,747 1862 853 355 807 726 1873 923 1846 1906 694 63
Instruction And The Local,16/12/1978,4.264,11,1588 329 1451 420 1164 218 883 625 772 215 878
Accuse The Farmer,27/4/1971,4.869,16,317 1400 723 766 268 242 370 1754 1374 1449 174 1951 1058 86 1038 1192
The Mode,29/1/1993,6.104,16,1588 16 294 1960 769 1844 1412 670 213 1485 1881 236 235 490 1176 1922
Statement And The Tie,24/1/1978,5.107,6,1950 1065 263 829 1512 1204
Idyllic Sandwich,10/3/2000,3.114,4,56 1333 1703 775
Morning And The Ear,16/9/2002,6.577,9,312 145 660 323 818 416 1989 142 1693
Web And The Law,2/6/1985,6.715,16,124 1468 1352 1778 1192 1702 262 1847 795 950 1277 1680 1099 1555 1238 1734
Mocking Normal,23/4/1977,2.304,12,455 1406 867 237 258 169 1950 451 1719 770 538 1308
The Meet,11/10/1977,6.416,2,1987 56
Mute Face,23/8/1980,6.202,14,1541 692 928 1122 172 1197 600 160 514 636 1763 1326 534 58
The Criticism,15/8/2006,7.277,2,1025 1895
Extreme And The Department,4/5/2010,4.055,6,1163 1789 261 528 709 1975
Encounter The Staff,29/7/1986,5.882,2,1508 1928
The Spray,14/6/1987,5.187,15,383 1038 1806 1769 69 1721 435 1847 1031 738 442 1253 523 807 1243
Fatigued Queen,19/6/1988,5.090,13,866 1703 974 450 154 1527 1378 512 437 119 1227 995 1377
Acknowledge The Understanding,29/7/2011,6.399,3,1479 1048 44
The Play,16/1/2000,7.753,12,727 413 555 1553 656 312 838 406 1677 872 645 470
Historian And The Essay,22/11/1975,5.249,14,1728 790 1473 1917 276 1002 372 1734 529 1211 261 937 216 183
Benevolent Responsibility,25/6/1995,7.716,16,1554 1178 89 1636 1664 1216 1528 1016 1598 1532 1085 795 1661 1689 899 859
Dizzy Negotiation,13/8/1999,7.626,3,1318 1328 703
The Strip,29/3/1994,4.353,9,722 764 1917 1387 580 191 790 74 378
The Technology,11/1/1992,5.553,9,496 1801 1585 805 1431 1499 1672 1283 44
Wishful Reply,6/10/1974,4.717,14,1427 526 746 1549 590 121 161 1200 703 711 1286 424 1745 887
Decorate The Sea,14/1/2009,2.845,10,1527 1764 1471 1978 1315 328 894 1678 386 234
Mischievous Sink,25/11/2001,7.965,6,70 199 1203 1445 314 140
The Lady,8/1/2007,6.839,10,1788 629 1017 277 538 750 443 1750 1086 141
Pressurized Country,5/5/2002,7.796,8,478 1880 1332 788 1622 908 1126 467
The Leadership,12/1/2009,8.398,5,0 1677 1830 1005 1720
The Can,4/3/2009,5.417,3,1878 232 451
Submit The Maintenance,26/11/2002,7.492,12,1065 897 1818 880 18 1554 239 1328 1153 1661 335 313
Afford The Ball,2/12/2000,6.564,16,137 657 433 1913 1605 1586 1705 764 1067 309 1527 1729 28 882 1900 777
Please The Judge,26/6/2011,5.538,6,65 371 1649 1014 1721 1756
Stop And The Girlfriend,21/1/1998,6.041,8,1133 1200 676 1999 324 1890 469 907
Substitute The Effective,8/1/2006,6.389,12,920 1180 1065 1648 1618 1014 1276 1043 1523 1865 987 1110
Preserve The Meat,12/10/1998,8.122,13,306 1904 1222 850 1377 1180 1459 1480 720 958 993 532 1685
Campaign The Chest,8/7/1983,4.763,4,361 967 312 1559
Supply The Fruit,10/9/1981,6.135,8,1271 896 921 1164 1722 317 190 1605
The Light,8/4/1993,7.394,6,997 709 1883 1305 1583 1979
Escape The Audience,30/10/1973,3.586,10,1708 280 841 794 1497 1075 302 821 62 1386
Fishing And The Chain,19/3/1988,6.414,11,411 1972 556 729 1956 240 1488 1683 322 608 1926
Music And The Knowledge,7/10/1997,9.289,2,1774 1676
Department And The Bag,19/6/1994,7.727,16,346 422 1166 1247 926 1896 1398 600 1570 1011 1495 1348 455 1164 1516 1212
Morbid Arrival,25/6/1970,8.757,6,1152 1363 1167 1422 313 1731
The End,10/5/1993,4.133,11,1004 992 380 693 658 1378 643 1853 1961 1470 639
Heartbroken Meat,10/10/1976,7.176,3,1074 625 1586
Blend The Egg,8/12/1988,1.806,16,1688 1810 1658 1261 800 1538 1530 365 914 1700 540 1323 1387 1661 1925 681
Unimpeachable Chip,19/4/2013,3.949,3,706 1922 378
Infected Basket,15/7/1988,3.530,13,289 1651 892 216 128 660 1812 923 737 1822 1704 1261 692
Entertain The Window,3/2/1997,5.156,13,538 342 1863 1092 1746 94 1379 1983 1318 387 991 1751 518
Freedom And The Discussion,18/4/1973,5.722,7,1487 795 1721 1779 1810 1120 1556
Silent Storm,20/7/2013,8.208,2,461 1539
Define The Business,30/1/2003,4.835,13,1974 285 1990 718 258 348 1434 1249 1866 1922 1500 1643 1880
View The Can,11/7/1972,6.543,14,746 10 292 303 1929 310 1826 1854 585 1248 385 1103 1224 991
Earn The Anything,15/4/2005,5.268,16,1226 93 969 571 1818 1772 406 179 1166 1240 294 218 391 1123 1345 819
Building And The Blood,16/8/1991,8.847,9,561 530 1200 119 1654 787 288 1021 1865
Crash And The Pie,21/10/1979,6.329,9,427 193 1864 1959 89 228 1104 1093 1096
Punctual Judgment,2/12/1990,8.388,9,223 679 10 1969 475 831 829 1507 1159
Record The Rock,30/11/1989,4.639,6,1140 514 361 780 1498 1790
Border And The Scratch,27/10/1994,5.184,2,1254 684
The Emphasis,10/10/1971,5.296,12,1791 541 918 322 1960 1960 552 244 1704 34 482 1260
Drained Credit,5/7/1990,3.618,5,1606 460 1559 819 1916
Touch The Living,3/2/2006,6.196,12,1844 203 907 254 129 725 1661 1977 1694 659 1621 782
Mind The Bike,20/3/1987,5.307,2,1294 973
The Park,13/7/2001,2.801,8,1637 1563 516 859 1661 1506 1769 358
Version And The Building,19/7/2004,6.226,8,209 369 1225 1797 1290 1555 1984 1839
Adhere The Knife,10/9/1992,4.400,2,750 941
Area And The Lock,26/1/1996,5.415,15,1911 1762 166 124 1774 590 1770 1245 446 943 1680 352 456 493 212
Demure Turn,4/12/2010,9.168,2,1157 1342
The Sir,19/12/1988,5.822,15,481 1599 452 794 1019 332 1131 959 508 1542 964 1592 937 31 529
Vengeful Leave,5/4/1992,8.925,11,153 979 1031 1734 1768 755 816 459 832 21 1135
The Weather,9/8/2010,6.300,3,897 227 1789
Period And The Load,15/11/1974,6.781,6,363 45 1649 572 27 597
The Future,18/1/2016,7.707,6,1117 1762 1113 1629 1015 1594
Sweep The Dig,28/10/2013,4.854,15,984 100 803 174 1257 212 1903 201 1847 1246 728 201 1532 1074 320
Devil And The Ticket,10/1/1983,4.346,15,539 1274 1691 478 1094 260 624 1862 1790 1574 1725 5 900 802 1253
The Spend,22/3/1984,4.924,4,142 1173 1898 927
Discriminating Mouth,9/1/2013,4.666,2,673 1888
The Work,10/2/1987,4.043,4,456 673 221 1377
Involve The Garbage,19/5/1979,7.935,2,416 1180
The Aside,8/8/1982,6.210,16,161 1811 1739 1946 1562 85 1478 1722 105 311 704 1243 764 838 565 1346
Fly And The Contact,9/12/2000,6.862,11,745 1580 318 583 255 1901 421 1170 1231 190 1451
Well-informed Concentrate,23/2/1991,7.132,3,1735 1158 392
The Progress,17/1/1982,4.674,4,66 799 1941 1372
Identify The Attack,19/5/2016,5.599,2,637 236
Undated Put,2/4/1996,5.206,4,925 781 1409 331
Adopted Mine,21/10/1979,5.693,14,1540 484 674 778 678 164 132 296 97 1319 293 763 235 1940
The Method,14/8/2001,5.240,8,71 584 102 1754 1666 1713 1599 1966
Bless The Design,23/12/2000,5.661,12,753 1663 1858 799 710 475 1524 1841 1679 948 1715 382
Link And The Newspaper,14/10/2003,5.276,2,1922 406
Syllabic Bed,16/6/1996,2.859,10,580 0 1142 1761 1068 1386 309 513 144 1708
Win And The Pain,11/9/2003,4.983,6,1023 447 728 163 995 1405
Nonconsecutive Career,6/6/2003,7.171,4,234 1874 1940 80
The Manager,25/1/2005,4.118,12,310 863 1863 1250 427 1766 580 953 1085 1017 1774 375
Breed The Royal,20/5/2010,6.664,5,1897 1704 854 108 1975
The Sugar,14/5/1986,2.087,2,1293 1704
Exchange And The Spell,25/6/2017,5.496,3,1094 1556 1803
Finding And The King,21/12/1986,4.030,2,332 199
Export The Assistance,1/10/1982,5.574,10,1382 1027 1134 1385 893 1879 828 1489 1060 900
Torturous Opportunity,23/11/1994,6.163,8,935 589 1879 553 933 711 1377 581
The Natural,22/10/1996,4.829,11,1564 731 351 427 842 471 20 120 25 1787 467
Born Picture,17/12/1988,6.534,15,595 533 10 1967 1012 1554 931 1026 1057 796 1810 1275 625 383 179
The Drama,2/10/1994,4.808,6,650 1999 481 891 472 547
Diminutive Father,2/11/1978,7.960,6,243 1271 848 1995 1302 1472
Convert The Nobody,8/6/1977,9.221,6,1775 1176 1171 1367 419 777
The Tip,29/1/1997,2.231,7,1043 83 1744 1473 593 1940 1570
Recent Math,22/5/1996,5.102,3,1321 452 158
The Cause,14/11/1996,6.933,3,1856 973 786
Daily Dance,19/10/1984,5.900,10,739 1279 574 1050 1143 702 913 1108 1799 1756
The Mood,10/3/1976,6.104,9,800 113 1810 1837 1562 1277 1231 1038 434
Dissolving Entertainment,29/2/2004,2.684,7,1969 259 1048 87 756 101 1512
The Might,12/5/1999,7.944,5,674 1038 127 79 1511
Picturesque Hearing,3/1/1970,7.175,10,1736 868 355 190 640 1081 1202 1105 703 1555
Dimension And The Inflation,9/11/1981,6.409,4,487 1838 1387 1511
Dowdy Deal,30/2/1975,8.724,9,956 1789 1564 267 992 120 1493 1311 1045
Single And The Apple,21/9/1993,7.513,9,237 1153 1559 113 273 1322 66 1249 1343
Comply The Metal,1/5/2008,3.006,4,1745 244 1328 335
Author And The Office,21/1/1982,8.748,3,1547 561 367
Share The Presentation,22/7/1981,6.235,10,864 1493 137 276 1265 399 1957 975 129 137
Administer The Wear,9/1/1977,7.524,7,1029 1400 647 1474 552 1049 530
Imprudent Owner,5/11/2016,7.092,4,1394 620 1051 1082
Coach The Sea,9/3/1992,5.989,16,1416 1123 860 754 1825 1681 298 1204 1576 277 1680 1371 59 1960 677 101
The Animal,25/9/1983,7.180,9,1499 1451 3 161 1194 64 1530 265 1121
Boil The Candidate,12/5/1973,9.952,12,853 504 171 1155 1331 344 1285 165 1997 254 1100 1768
Money-grubbing Staff,22/10/1975,3.827,13,815 1100 1268 722 1015 1574 657 1358 26 719 1234 226 1386
The Network,10/2/1970,5.383,6,1096 1126 1679 1652 1499 1693
The Attempt,4/8/1998,3.660,9,805 1997 1785 172 173 1072 435 66 1149
Disheartening Bear,20/7/1976,9.091,12,1620 1072 577 1588 1499 1988 1389 357 68 1730 521 1796
The Church,3/7/1979,5.795,8,43 1788 299 1865 905 759 1772 1871
Foster The Tune,30/1/1972,5.479,16,1512 1423 1842 245 715 1929 1215 702 335 815 1091 555 124 957 877 1581
Toe And The Ideal,26/11/1987,2.323,14,878 1990 256 1616 107 362 1244 1528 43 766 127 1298 134 16
The Chest,22/7/1993,4.961,14,1344 1298 1705 380 1116 436 1297 1180 1289 441 353 1951 1699 1739
Fail The Stroke,19/3/2008,6.922,12,874 904 505 1974 815 1811 1005 128 520 1915 349 99
The Gas,9/10/2003,1.857,10,1714 569 1693 889 1713 516 824 1568 1073 898
Shocked Meal,22/7/1977,5.646,3,447 33 1703
Distinguish The Meaning,26/6/1998,6.234,12,372 1094 1771 1564 637 974 499 345 600 1224 1868 88
The Wonder,29/8/2003,5.344,11,297 1916 426 1337 1254 40 866 191 504 17 1019
The Risk,5/5/2004,5.454,7,452 48 1746 875 1535 712 1116
Try The Space,12/11/1999,6.331,7,1545 1119 380 743 1910 551 12
Foreseeable Ring,29/5/2008,7.908,6,1347 1198 969 1895 447 1932
The Focus,5/7/1981,6.611,7,59 720 164 622 1661 568 1138
The Bit,30/2/2015,0.692,5,1053 1993 829 1611 1938
Witless Oven,10/10/1993,3.199,10,481 1471 1896 1926 11 249 140 799 560 848
International And The Slip,10/7/1993,6.463,9,1530 1279 567 1128 1206 1034 1903 1393 1151
Positive And The Command,19/9/1999,4.233,3,1165 1217 235
Screeching Suck,2/12/1975,4.958,8,661 1682 465 1184 236 1518 231 704
Quit The Code,16/11/1971,3.516,12,832 739 692 1575 120 697 1942 669 1472 306 1602 337
Wise Search,22/4/1974,8.843,5,991 814 1244 1058 911
The Outcome,16/5/1986,5.556,5,1442 1483 372 928 1814
Consumable Winter,18/4/1995,5.612,3,1507 636 1837
Bottom And The Session,20/7/1980,6.584,16,1893 1198 1703 1909 190 1767 1570 1266 1758 754 306 1409 1791 1699 68 387
The Copy,19/10/1975,4.990,15,1931 442 618 594 637 216 1285 276 96 146 1398 1709 789 508 937
Squeeze The Land,16/8/2011,2.628,6,720 480 1063 1490 941 531
Crash And The Lock,27/6/2008,4.950,5,538 1897 979 838 124
Establish The Stage,26/1/1976,4.928,15,914 1764 690 1108 1081 1961 141 54 159 1688 1807 1940 1100 1786 1391
Doting Affect,4/7/1975,5.332,16,933 1906 205 1880 149 1953 1712 282 383 1240 1403 372 110 782 1860 629
Hypothetical Security,19/7/1992,5.907,5,1089 636 1796 1633 1952
Challenge The Mother,30/11/2003,3.986,12,106 212 1606 114 516 1438 810 1242 735 688 1502 900
Communicate The Presentation,18/8/1975,4.949,8,111 742 1824 801 608 971 134 1150
Anticorrosive Fault,22/7/1992,6.205,10,267 1492 968 1315 1488 1569 902 1376 406 1029
Life And The Issue,8/7/1981,3.719,8,1987 283 538 190 1006 1480 472 450
Master The Common,28/7/2014,4.849,11,846 395 339 1519 355 1329 212 403 466 513 382
Heavy And The Process,23/11/1981,3.090,12,275 1244 1152 154 616 282 1363 702 409 1338 991 1763
Middle And The Mother,27/8/1977,6.461,3,1150 1919 1967
Ignore The Prize,4/3/2008,5.670,10,307 199 567 1040 1064 202 930 1697 1388 3
The Operation,29/1/1975,4.899,15,870 97 549 1325 1388 1287 848 1892 383 958 211 1236 1478 78 382
Departure And The Path,25/10/1980,8.470,15,1188 117 1648 73 1170 1321 1700 79 583 1177 370 1447 44 704 415
Beer And The Capital,7/11/1998,7.911,7,1020 1804 5 1107 1276 790 603
The Park,10/5/2012,9.532,7,1313 447 852 1796 1337 380 1675
Oral Trip,3/2/1986,5.442,4,1840 1185 1856 1689
Supplement The Math,11/5/1974,5.594,15,1262 1560 1940 387 1837 1468 426 385 1018 330 1944 989 1374 1724 1456
Elfish Welcome,20/12/2000,6.773,11,1623 681 804 187 1601 1215 1847 41 1281 330 380
Plastic And The Line,1/6/2002,7.551,15,845 358 1568 1491 1636 738 1528 358 951 1490 1225 49 257 1960 220
Vehicle And The Transportation,9/12/2002,3.270,10,1335 1832 1150 1919 1454 570 242 502 1285 1206
Medicinal Display,4/4/2002,5.730,7,990 1435 825 479 142 1530 1232
Negotiate The Security,14/5/1993,3.854,10,229 1743 1990 1778 214 212 927 187 207 1695
The Ordinary,9/12/1987,3.409,10,695 1289 1377 1953 1207 218 434 1092 1629 1110
Package And The Importance,24/12/2001,9.931,5,1096 174 1112 1368 97
Alter The Collar,30/1/2010,5.611,11,704 117 443 915 78 1829 600 1988 259 1615 1154
The Bit,20/2/1974,8.322,12,675 6 367 74 945 887 967 1758 1030 165 497 147
Brave And The Family,2/8/1996,4.493,3,1999 121 829
Detestable Blank,24/2/1994,2.558,3,1692 659 1020
The Stage,19/3/2015,4.571,10,1681 1635 1263 1264 1677 1001 1211 1861 1127 917
The Design,27/7/1996,4.257,9,1915 1818 1012 854 274 1745 651 1454 918
Brain And The Original,20/12/1981,5.275,6,1560 265 1930 1374 1837 394
Calm The Initiative,19/10/1985,2.964,4,1886 1236 86 1809
Psychosomatic Familiar,2/10/1984,5.137,8,801 1971 1261 417 1232 882 1803 1149
Urbane Put,29/12/2017,6.860,6,489 1173 54 1189 1715 312
Stock And The Reaction,19/4/1992,3.797,3,59 862 1491
Cling The Personal,21/12/2013,5.605,12,1480 360 110 250 1458 1653 647 348 1151 790 1758 1165
Talented Police,13/2/1982,5.713,2,1397 1619
Theme And The Site,4/11/1989,4.651,12,1668 1478 420 523 896 1698 792 1926 905 586 503 1546
Wonder And The Impression,9/7/2010,4.887,5,90 1155 1337 1796 384
Private Cousin,4/3/2001,4.527,4,151 1519 1246 973
Neat Salt,14/9/2010,7.273,10,1811 125 320 1337 1139 1311 1838 809 67 1016
Disapproving Father,27/4/2013,4.428,6,877 516 363 1377 1281 1578
The Part,7/7/1972,2.395,9,1542 1443 189 222 1626 1405 205 1482 1277
The Number,4/8/2013,7.243,4,110 314 1261 288
Eliminate The Fall,10/8/1972,1.254,14,528 1565 213 1963 153 237 1103 825 543 19 1809 1225 394 675
The Leadership,25/7/2002,8.466,2,398 1371
Leg And The Leg,13/2/1982,7.349,4,1625 344 356 1318
The Harm,2/2/2012,2.296,3,81 798 1355
The Skirt,8/5/1996,7.613,2,1247 1951
Following And The Scratch,2/6/1985,6.245,4,138 1892 1556 1465
The Level,25/4/1988,4.803,14,738 1713 1455 846 586 1983 195 1799 1265 221 536 337 158 254
Convert And The Cousin,8/7/2008,6.090,12,766 1115 166 1762 1236 1663 1471 873 1527 1353 849 495
The Process,5/7/2007,6.384,12,1653 692 1651 817 279 1543 1617 967 1400 1279 1995 1344
Boiling Laugh,9/3/1993,2.586,16,950 429 1104 1540 1697 1907 665 1591 1072 375 956 1090 32 486 1265 212
Bulky Witness,15/7/2002,3.588,16,978 183 1853 1686 845 994 1588 81 287 527 1824 594 111 1146 913 643
The Bone,18/1/1981,7.997,3,391 70 782
The Stock,8/7/1988,2.058,3,1083 507 1507
Indecent Phase,24/4/1975,8.633,10,530 1206 1908 361 221 1269 1298 928 1737 1428
The Rain,21/8/1999,7.800,8,1673 273 1536 1695 833 1069 1998 1356
Sharpened Make,17/3/1977,1.952,13,1775 527 129 213 428 416 1295 897 538 1030 36 981 1204
Travel And The Book,25/1/1982,6.358,6,690 1484 683 216 995 1213
The Foot,26/2/1976,3.065,3,950 1032 437
Widen The Metal,21/2/2009,6.409,5,1785 1347 1733 161 1928
Horrific Insurance,4/5/2014,7.425,5,1692 1572 986 254 432
Crazy And The Equal,17/10/2017,2.562,8,493 1706 1112 1095 256 1143 80 1228
Club And The Spirit,8/5/2017,7.459,9,1914 1330 518 437 931 967 501 1387 794
Hang The Sky,18/7/2004,6.937,15,796 435 1895 1925 232 1608 1746 992 831 521 1481 1794 118 1950 1408
Betteroff Cream,27/10/2003,4.820,13,876 635 1335 12 1631 416 1121 1329 1302 521 892 61 61
Head The Neat,17/4/1987,8.850,12,34 898 1892 489 1385 1763 626 830 941 1979 1438 575
Lean The Script,9/4/2014,6.406,2,1435 1051
Withering Measurement,27/11/2010,7.461,14,1069 536 1573 1843 471 52 1215 247 344 1854 1103 850 1318 127
Source And The Fall,7/12/1990,6.035,14,980 593 1146 126 1208 298 593 921 1439 511 851 605 179 482
Mouse And The Director,29/7/2004,5.096,8,644 740 1706 1332 1030 1859 1507 1761
Intense Many,29/11/1989,6.657,2,1792 482
Performance And The Chemical,15/10/1971,3.463,12,1553 153 1754 1209 819 1268 985 653 1668 732 1583 351
Particular Computer,3/7/1993,6.341,3,1453 1328 1541
Walk The Travel,13/1/2006,7.180,2,235 562
Nasty And The Camp,8/10/2001,6.084,12,374 810 1016 749 637 1970 297 1713 529 647 1555 566
Spill The Signal,16/3/2009,7.153,4,1530 1726 1995 219
Possess The Gas,22/3/1981,6.567,3,373 572 208
Remaining Parking,3/6/1985,6.269,3,1618 1180 1949
Answer The Mood,4/8/2007,8.489,2,805 479
Defend The River,5/6/1989,5.315,6,1027 1256 237 1383 1562 1517
The Wind,9/1/2013,7.986,12,1622 142 1323 1913 1539 1175 1783 463 1340 1977 1828 1277
Intravenous Loss,23/6/2016,5.474,7,537 796 1227 645 116 419 1760
The Energy,11/5/1989,8.504,6,329 1928 365 627 267 695
Award And The Task,25/8/2007,8.307,4,1363 2 1883 944
The Brother,29/1/1973,6.706,7,294 623 1706 57 1308 1874 1116
The Egg,28/11/1971,5.749,14,1877 1765 1063 1087 785 361 1285 1380 1083 1707 878 1916 1867 1349
Offensive Sweet,7/10/1998,6.041,4,493 63 1468 1594
Immaculate Salt,12/3/2004,5.302,5,1396 617 1544 173 167
Blow And The Operation,19/3/2001,2.874,14,213 1124 1347 1697 1227 1151 1773 1151 1123 683 1050 778 1141 484
The Convert,10/10/2006,9.033,5,1004 1256 585 552 245
The Private,16/9/2002,5.721,11,417 467 125 1456 513 991 935 699 728 1347 673
The Insect,16/4/1985,6.021,2,1655 1811
Pigheaded Prompt,6/5/1985,6.677,7,2 1107 533 1408 637 764 743
The Sex,22/9/2017,6.370,3,1611 1430 226
Bulky Comparison,25/4/2016,5.394,16,1831 127 1907 704 1080 935 345 741 1081 1784 905 875 275 1528 128 1182
Abrupt Clerk,14/11/1992,6.557,8,1329 91 700 896 655 1486 991 68
Bathroom And The Challenge,23/6/1973,5.973,10,688 1371 446 1028 870 563 1940 1237 420 1653
The Champion,5/7/1972,8.084,11,1013 1084 1699 759 1531 488 218 424 1243 1880 1597
Cater The Method,12/8/1974,9.123,10,1790 689 1635 1175 958 1411 1532 493 1438 1775
Lithe Interest,19/6/1993,9.588,9,1109 71 1361 1991 535 321 446 1687 1488
Press And The Basis,26/11/2011,7.071,4,554 254 326 1010
Entry And The Ideal,1/5/1979,7.021,8,1939 720 750 1862 626 1452 685 306
Calculate The Boss,11/3/2006,5.011,5,751 1185 1533 1332 1178
Calculated Nobody,20/4/1973,6.065,6,591 874 794 870 602 1333
The Material,7/5/1991,7.393,13,503 203 437 1467 546 1939 818 1919 1804 1323 57 1455 1502
Move The Watch,26/8/1998,4.241,8,1489 904 138 1265 1378 686 1681 905
The Draft,7/5/1970,5.473,12,936 1325 1405 218 1106 531 1256 1277 1245 1777 431 430
Drawer And The Editor,30/10/1998,7.853,13,1356 1604 412 1431 1987 202 432 237 700 1517 1308 1768 191
The Bitter,12/11/2009,5.255,15,1419 554 1206 856 1986 832 1320 1497 886 974 268 1278 1109 1742 664
Versatile Cause,16/1/2010,8.125,6,1815 1825 1429 162 75 1701
Feminine Comment,26/2/2003,5.810,13,461 872 1218 721 687 391 1931 1052 383 462 1288 1718 1518
Worry The Row,4/4/1998,4.117,12,502 1030 1424 655 136 1470 1242 141 1824 943 911 1031
Embark The Cost,12/4/1996,6.955,5,209 986 845 1965 947
Catch The Examination,13/6/1989,3.190,5,856 383 1049 1598 1781
Affect The Childhood,24/3/2003,3.272,6,1343 155 317 1670 1441 843
Theological Tennis,22/2/2008,7.719,5,174 786 1711 1433 1753
Relationship And The Kid,28/6/1973,5.540,6,410 1672 656 1266 1693 1048
The Buddy,29/7/1988,4.835,11,1140 840 888 1170 1508 174 1086 375 1694 297 536
Cross And The Lie,4/4/1990,8.715,2,1244 1530
Benefit And The Advertising,12/8/1991,8.924,3,36 1210 1315
Lily-livered Tower,28/1/2011,5.187,13,165 751 1890 1043 1680 1960 578 31 1399 1733 953 1780 1515
Swing The Raise,11/2/2015,2.317,3,1060 174 30
Operate The Job,9/3/2014,6.210,13,1619 833 629 1199 257 1418 475 485 1060 710 613 1030 23
Descend The Picture,16/8/2002,8.465,7,1873 1946 513 1189 1119 114 706
Troubling Tap,12/10/1971,6.433,8,128 1156 145 799 1784 1697 658 107
Transportation And The Sentence,3/11/1978,6.889,16,1163 1897 194 1039 1679 1605 1612 32 159 190 108 354 845 1145 1389 1466
Digressive Work,18/1/2007,7.091,12,447 968 1440 1674 1109 1661 1120 1363 800 507 1245 294
The Loss,9/9/1985,5.384,2,1674 431
Pick The Student,25/5/2015,7.982,7,1531 386 985 1299 1140 597 452
Advertising And The Management,7/11/2002,4.575,16,129 1105 541 1424 1650 175 1436 1097 936 809 747 688 1442 1263 526 318
Cursed Habit,30/3/1979,6.488,14,698 1828 1271 1289 1107 750 1203 1602 586 1590 984 1138 1093 231
Intrigued Bedroom,10/12/1981,3.460,10,1785 1974 1253 229 511 722 757 1509 332 1890
Philanthropic Employee,30/6/1971,3.886,9,714 1541 1011 1098 1748 1654 971 1551 795
Potential Horror,29/11/1971,7.108,12,775 1826 297 1554 495 830 1456 671 1552 881 1632 1278
Risk The Stress,3/10/1981,4.767,5,650 1402 827 1671 1852
Wall And The Profit,16/7/2006,2.186,16,1395 122 1458 1076 1050 372 1714 1175 937 722 509 1819 1992 468 1147 979
Machine And The Fish,29/10/1972,6.914,2,1408 1052
The Importance,12/5/1978,6.937,7,1271 1286 1201 248 1086 1338 1949
Tip The Brick,23/9/2000,8.555,15,562 472 247 855 1365 1599 1667 1969 1963 860 376 439 1572 372 1899
Detail And The Street,25/11/2003,4.643,9,714 1325 349 47 1158 672 517 796 898
Echoing Knee,25/1/2010,5.427,2,1180 985
Direful Brush,18/9/2004,5.253,14,446 1378 1726 1064 1935 1866 311 1186 1694 498 1836 1676 1662 1431
Enforce The Particular,21/11/1971,4.705,8,694 307 1854 1586 585 845 394 1911
Fussy Net,22/2/2013,8.019,8,1209 1547 1272 7 56 1881 58 248
The Bet,16/5/2007,8.650,5,695 589 894 1123 984
Introspective Refuse,5/6/2000,6.628,15,323 86 87 9 725 603 1479 1005 828 86 246 1839 1300 1347 1168
Ease And The Slide,21/5/1985,5.838,13,782 1378 698 1528 94 1819 1459 1374 1655 1054 1553 1635 205
The Check,24/7/2011,3.482,13,616 1403 1664 1352 1941 1165 123 1407 247 1457 206 489 1912
The Guard,26/2/1986,7.945,14,1951 50 1959 366 1619 1418 35 1979 1484 733 280 1121 1995 510
Consummate Cabinet,28/3/1987,3.853,13,15 1656 1710 1096 630 327 756 196 82 1513 1053 1548 1885
The Activity,12/3/2010,7.221,13,795 1039 1976 1440 2 1116 1098 863 1134 953 787 1633 1142
Shy Style,22/11/1982,4.981,14,1378 1605 1394 429 1255 264 1626 53 1805 715 1314 1532 1216 989
Horned Context,12/10/1989,9.500,9,1007 963 1454 1798 1943 1541 1703 48 457
The Revenue,10/10/2012,5.557,15,1158 1245 1639 1757 877 1658 647 319 943 1900 1998 1099 1387 498 1847
Monitor The Ice,11/6/1978,8.655,5,1975 1345 216 221 1295
Fund The Celebration,10/6/2009,7.245,11,862 1370 1359 1960 1682 1714 1082 1642 1024 1073 752
Green Blind,23/5/1991,4.758,9,26 125 1538 390 1037 1073 830 968 599
Exemplary You,25/6/2003,8.483,5,271 483 1947 1662 902
Contract And The Row,15/3/1991,5.903,3,1799 1515 1499
The Toe,23/5/2005,8.607,12,207 1792 348 491 707 414 1911 606 1455 990 1889 1990
Patience And The Union,22/2/1985,7.590,12,775 255 1778 1752 1877 1314 1345 1442 1302 257 590 1675
Derive The Nature,20/8/2015,6.380,6,788 953 193 1792 1998 327
The Aside,11/8/1998,6.857,12,1771 1123 595 1352 44 1093 1974 1888 640 795 571 805
Compromise The Bar,19/6/2015,6.703,7,583 1248 620 931 428 359 1601
Beefy Size,23/7/1985,9.318,9,828 1617 1413 883 427 1952 1846 1234 1399
Working And The Tea,7/12/1993,4.963,9,80 1740 1581 688 1512 1819 1151 1321 380
Occupational Pattern,5/6/1980,6.559,9,543 1854 412 1197 955 188 200 1725 1398
Tolerate The Sand,2/9/2003,6.288,8,840 73 1643 1271 234 1449 1097 1399
Longest Due,21/2/1982,5.264,14,1663 1130 1828 312 1105 564 363 1663 55 38 1721 1311 1946 866
Combined Shake,19/11/1996,8.872,13,1891 72 1454 1285 538 1281 1706 838 1195 766 1274 426 320
Stick The Initial,22/7/1991,2.842,15,229 541 1147 644 1550 43 1717 979 1348 1139 1102 330 685 857 1380
Work Policy,12/3/1999,5.142,9,656 856 1098 1906 981 20 852 1613 1861
Potato And The Hole,28/7/1998,3.559,8,1886 1806 897 1137 1767 1034 257 251
